Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;24;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5315;PREGOS, CHAVETAS E PINOS;15324;GRAMPO;303329;APLICAÇÃO: MANILHA, DIÂMETRO: 1/2, MATERIAL: AÇO;UN;200,0000;0,9700;194,0000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;25;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;3455;FERRAMENTAS DE CORTAR PARA MÁQUINAS FERRAMENTA;17945;LÂMINA;602786;APLICAÇÃO: SERROTE, CARACTERÍSTICAS ADICIONAIS: TAMANHO 13 POL, AREA DE CORTE 330 MM, ESPESSURA 1,, MATERIAL: AÇO, TIPO: LÂMINA PARA SERROTE;UN;15,0000;14,0400;210,6000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;26;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5315;PREGOS, CHAVETAS E PINOS;15324;GRAMPO;610425;APLICAÇÃO: CONCERTINA, MATERIAL: METAL, TAMANHO: 2,7, TIPO: "C";UN;4,0000;45,7100;182,8400;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;27;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5315;PREGOS, CHAVETAS E PINOS;15324;GRAMPO;483234;ACABAMENTO SUPERFICIAL: PINTURA ELETROSTÁTICA A PÓ TEXTURIZADO, MATERIAL: FERRO FUNDIDO NODULAR, TAMANHO: 12, TIPO: "C";UN;4,0000;111,7200;446,8800;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;28;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5315;PREGOS, CHAVETAS E PINOS;15324;GRAMPO;303329;APLICAÇÃO: MANILHA, DIÂMETRO: 1/2, MATERIAL: AÇO;UN;200,0000;0,8200;164,0000;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;29;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;18065;PRANCHETA PORTÁTIL;602898;CARACTERÍSTICAS ADICIONAIS: MAGNÉTICA , ACOMPANHA UMA CANETA E 11 IMÃS USO BAS, COMPRIMENTO: 36 CM, LARGURA: 24 CM, MATERIAL: METAL/PLÁSTICO;UN;3,0000;29,5200;88,5600;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;30;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;14429;CHAVE AJUSTÁVEL;602157;MATERIAL: AÇO CROMO VANÁDIO, TAMANHO: 12, TIPO: INGLESA;UN;1,0000;95,8900;95,8900;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;31;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;5335;TELAS METÁLICAS;580;TELA METÁLICA;455765;DIÂMETRO FIO: 0,20, LARGURA: 1000, MATERIAL: AÇO INOX 316, TAMANHO ABERTURA MALHA: 0,43, TIPO TELA: MALHA 40;M;5,0000;179,3900;896,9500;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;32;Material;740002-9/2025;Aquisição de ferramentas para o Grupo de Recebimento do Submarino Tonelero;Catálogo do Compras.gov.br;Material;3540;MÁQUINAS DE EMBALAR E EMPACOTAR;18332;MÁQUINA PARA ARQUEAR;344647;CARACTERÍSTICAS ADICIONAIS: FUNÇÕES DE ESTICAR, SELAR E CORTAR, MATERIAL: METAL, MODELO: MANUAL;UN;4,0000;376,7300;1506,9200;0,0000;01/04/2025
COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR;740002;33;Material;740002-12/2025;Aquisição de bebedouro;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3492;BEBEDOURO ÁGUA GARRAFÃO;290686;ACABAMENTO EXTERNO: PINTURA EPOXI PÓ, CAPACIDADE: 20, CARACTERÍSTICAS ADICIONAIS: 2 TORNEIRAS, TAMPA SUPERIOR E FRONTAL, APARADOR DE, MATERIAL: AÇO, TIPO: ELÉTRICO DE COLUNA, PROFUNDIDADE: 330, LARGURA: 305, COMPRIMENTO: 960, SAÍDA ÁGUA: NATURAL E GELADA, CAPACIDADE REFRIGERAÇÃO: 3;UN;1,0000;1304,7600;1304,7600;0,0000;01/04/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;35;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;4000,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;36;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;;;;;-;0,0000;0,0000;600,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;37;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;159,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;5;Material;791150-21/2025;Material Permanente de Informática;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;114668,4800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;6;Material;791150-21/2025;Material Permanente de Informática;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;4070,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;31;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;;;;;-;0,0000;0,0000;13544,8900;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;32;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;2155,1200;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;33;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;6266,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;34;Material;791150-16/2025;Material Permanente Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;1100,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;38;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;40,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;39;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8510;PERFUMES, ARTIGOS PARA TOALETE E TOUCADOR;;;;;-;0,0000;0,0000;840,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;40;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8520;SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS;;;;;-;0,0000;0,0000;50,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;41;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;;;;;-;0,0000;0,0000;314,5400;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;42;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;3710;EQUIPAMENTO PARA PREPARAÇÃO DO SOLO;;;;;-;0,0000;0,0000;308,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;43;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;3750;IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM;;;;;-;0,0000;0,0000;215,8000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;44;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;;;;;-;0,0000;0,0000;420,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;90;Material;791150-12/2025;Material de Consumo Elétrico;Catálogo do Compras.gov.br;Material;6135;BATERIAS NAO RECARREGÁVEIS;;;;;-;0,0000;0,0000;45,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;45;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;82,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;46;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;9150;ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS;;;;;-;0,0000;0,0000;110,5500;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;47;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;;;;;-;0,0000;0,0000;36,2600;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;48;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;;;;;-;0,0000;0,0000;51,8000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;49;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;;;;;-;0,0000;0,0000;390,3000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;50;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;;;;;-;0,0000;0,0000;2695,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;51;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;7043,9800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;52;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;;;;;-;0,0000;0,0000;2352,3000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;53;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;4460;EQUIPAMENTOS PARA PURIFICAÇÃO DE AR;;;;;-;0,0000;0,0000;341,6400;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;54;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;6840;PESTICIDAS E DESINFETANTES;;;;;-;0,0000;0,0000;1314,9600;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;55;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;1378,0800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;56;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;;;;;-;0,0000;0,0000;2145,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;57;Material;791150-15/2025;Material de Limpeza;Catálogo do Compras.gov.br;Material;8520;SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS;;;;;-;0,0000;0,0000;534,9600;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;58;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;724,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;59;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;816,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;60;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;6850;ESPECIALIDADES QUÍMICAS DIVERSAS;;;;;-;0,0000;0,0000;50,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;61;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;312,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;62;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7340;CUTELARIA E TALHERES;;;;;-;0,0000;0,0000;236,5800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;63;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7350;LOUÇA E ARTIGOS DE MESA;;;;;-;0,0000;0,0000;1405,1000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;64;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;-;0,0000;0,0000;200,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;65;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;5970;ISOLADORES ELÉTRICOS E MATERIAIS ISOLANTES;;;;;-;0,0000;0,0000;216,8000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;66;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;;;;;-;0,0000;0,0000;66,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;67;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;1499,6000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;68;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;1176,3000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;69;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;107,7000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;70;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;100,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;71;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;763,4800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;72;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;8125;GARRAFAS E JARROS;;;;;-;0,0000;0,0000;250,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;73;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;6750;SUPRIMENTOS FOTOGRÁFICOS;;;;;-;0,0000;0,0000;300,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;74;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;900,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;75;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;5325;DISPOSITIVOS PARA FIXAÇÃO;;;;;-;0,0000;0,0000;835,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;76;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;5970;ISOLADORES ELÉTRICOS E MATERIAIS ISOLANTES;;;;;-;0,0000;0,0000;650,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;77;Material;791150-14/2025;Material de Expediente;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;273,7000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;91;Material;791150-12/2025;Material de Consumo Elétrico;Catálogo do Compras.gov.br;Material;6135;BATERIAS NAO RECARREGÁVEIS;;;;;-;0,0000;0,0000;1916,2500;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;92;Material;791150-12/2025;Material de Consumo Elétrico;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;;;;;-;0,0000;0,0000;225,4000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;107;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;3455;FERRAMENTAS DE CORTAR PARA MÁQUINAS FERRAMENTA;;;;;-;0,0000;0,0000;50,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;93;Material;791150-12/2025;Material de Consumo Elétrico;Catálogo do Compras.gov.br;Material;5925;DISJUNTORES;;;;;-;0,0000;0,0000;344,1000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;94;Material;791150-12/2025;Material de Consumo Elétrico;Catálogo do Compras.gov.br;Material;5945;RELÉS E SOLENÓIDES;;;;;-;0,0000;0,0000;51,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;165;Material;791150-10/2025;Material de pintura;Catálogo do Compras.gov.br;Material;6850;ESPECIALIDADES QUÍMICAS DIVERSAS;;;;;-;0,0000;0,0000;1173,0000;0,0000;30/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;166;Material;791150-10/2025;Material de pintura;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;34842,0100;0,0000;30/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;167;Material;791150-10/2025;Material de pintura;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;;;;;-;0,0000;0,0000;4243,9000;0,0000;30/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;168;Material;791150-8/2025;Sobressalente de Aeronave;Catálogo do Compras.gov.br;Material;2995;ACESSÓRIOS DIVERSOS DE MOTORES DE AERONAVES;;;;;-;0,0000;0,0000;2436000,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;151;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5120;FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ;;;;;-;0,0000;0,0000;274,5000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;152;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;;;;;-;0,0000;0,0000;559,6000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;153;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5140;CAIXAS PARA FERRAMENTAS E FERRAGENS;;;;;-;0,0000;0,0000;240,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;154;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5210;INSTRUMENTOS DE MEDIÇÃO PARA ARTÍFICES;;;;;-;0,0000;0,0000;79,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;155;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5220;CALIBRES DE INSPEÇÃO E FERRAMENTAS DE PRECISÃO;;;;;-;0,0000;0,0000;83,7000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;156;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5305;PARAFUSOS SEM PORCA;;;;;-;0,0000;0,0000;37,4400;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;157;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5310;PORCAS E ARRUELAS;;;;;-;0,0000;0,0000;6,1200;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;158;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;;;;;-;0,0000;0,0000;120,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;159;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;;;;;-;0,0000;0,0000;200,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;160;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;;;;;-;0,0000;0,0000;960,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;1;Serviço;791150-24/2025;Serviços personalizados de Comunicação Social;Catálogo do Compras.gov.br;Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;;;-;0,0000;0,0000;4400,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;161;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;;;;;-;0,0000;0,0000;2070,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;2;Serviço;791150-23/2025;Serviço de Manutenção de instalações e equipamentos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;452,5400;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;3;Serviço;791150-23/2025;Serviço de Manutenção de instalações e equipamentos;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;;;-;0,0000;0,0000;877,8800;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;162;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;3174,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;163;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;;;;;-;0,0000;0,0000;2780,1000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;144;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5805;EQUIPAMENTO TELEFÔNICO E TELEGRÁFICO;;;;;-;0,0000;0,0000;232,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;145;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;;;;;-;0,0000;0,0000;1100,0000;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;146;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;3230;FERRAMENTAS E ACESSÓRIOS DE MÁQUINAS PARA TRABALHO EM  MADEIRA;;;;;-;0,0000;0,0000;110,7600;0,0000;31/12/2025
COMANDO DO I ESQ.HELICOPTEROS DE INSTRUCAO;791150;147;Material;791150-11/2025;Material de Construção;Catálogo do Compras.gov.br;Material;3438;EQUIPAMENTOS DIVERSOS DE SOLDA;;;;;-;0,0000;0,0000;3600,0000;0,0000;31/12/2025
